    0.814    -0.231     0.198    -0.819    -0.332      1.05     0.134      1.01    -0.739    -0.796     0.273    -0.219     0.465 
    0.818    -0.227     0.195    -0.823    -0.331      1.05     0.136      1.01    -0.743     -0.79     0.278    -0.223     0.465 
    0.822    -0.223     0.192    -0.826     -0.33      1.05     0.138      1.01    -0.748    -0.784     0.283    -0.226     0.465 
    0.826    -0.218     0.189    -0.829    -0.328      1.05      0.14      1.01    -0.752    -0.777     0.287     -0.23     0.465 
    0.831    -0.214     0.186    -0.833    -0.327      1.05     0.142      1.01    -0.756    -0.771     0.292    -0.234     0.465 
    0.835     -0.21     0.182    -0.836    -0.326      1.05     0.144         1    -0.761    -0.765     0.296    -0.237     0.465 
    0.839    -0.206     0.179    -0.839    -0.325      1.04     0.146         1    -0.765    -0.759       0.3    -0.241     0.464 
    0.843    -0.201     0.176    -0.842    -0.323      1.04     0.148     0.998    -0.769    -0.753     0.305    -0.245     0.464 
    0.848    -0.197     0.173    -0.846    -0.322      1.04      0.15     0.996    -0.773    -0.747     0.309    -0.249     0.464 
    0.852    -0.193     0.169    -0.849    -0.321      1.04     0.152     0.993    -0.777     -0.74     0.313    -0.253     0.464 
    0.856    -0.189     0.166    -0.852    -0.319      1.04     0.154     0.991     -0.78    -0.734     0.317    -0.257     0.463 
    0.861    -0.184     0.162    -0.855    -0.318      1.04     0.156     0.989    -0.784    -0.728     0.321    -0.261     0.463 
    0.865     -0.18     0.159    -0.858    -0.317      1.04     0.158     0.986    -0.788    -0.722     0.325    -0.265     0.463 
    0.869    -0.176     0.156    -0.861    -0.315      1.04      0.16     0.984    -0.791    -0.716     0.329    -0.269     0.463 
    0.873    -0.172     0.152    -0.864    -0.314      1.04     0.162     0.982    -0.795    -0.709     0.333    -0.273     0.462 
    0.878    -0.167     0.149    -0.867    -0.312      1.03     0.164      0.98    -0.798    -0.703     0.336    -0.277     0.462 
    0.882    -0.163     0.145     -0.87    -0.311      1.03     0.166     0.978    -0.802    -0.697      0.34    -0.281     0.462 
    0.887    -0.159     0.142    -0.873    -0.309      1.03     0.168     0.976    -0.805    -0.691     0.344    -0.285     0.461 
    0.891    -0.155     0.138    -0.876    -0.308      1.03      0.17     0.974    -0.808    -0.684     0.347    -0.289     0.461 
    0.895     -0.15     0.135    -0.879    -0.306      1.03     0.172     0.971    -0.811    -0.678      0.35    -0.293     0.461 
      0.9    -0.146     0.131    -0.882    -0.305      1.03     0.174     0.969    -0.814    -0.672     0.354    -0.298      0.46 
    0.904    -0.142     0.128    -0.885    -0.303      1.03     0.176     0.967    -0.817    -0.666     0.357    -0.302      0.46 
    0.908    -0.138     0.124    -0.888    -0.302      1.03     0.178     0.966     -0.82    -0.659      0.36    -0.306     0.459 
    0.913    -0.133      0.12    -0.891      -0.3      1.02      0.18     0.964    -0.823    -0.653     0.363    -0.311     0.459 
    0.917    -0.129     0.117    -0.894    -0.298      1.02     0.182     0.962    -0.825    -0.647     0.367    -0.315     0.459 
    0.922    -0.125     0.113    -0.897    -0.297      1.02     0.184      0.96    -0.828    -0.641      0.37    -0.319     0.458 
    0.926    -0.121     0.109      -0.9    -0.295      1.02     0.186     0.958     -0.83    -0.634     0.373    -0.324     0.458 
    0.931    -0.116     0.106    -0.903    -0.294      1.02     0.188     0.957    -0.833    -0.628     0.375    -0.328     0.457 
